"INSTITUTION","WEBADDR","CITY","STATE","ACCREDITED (Y/N)","ACCREDITATION","PUBLIC","PRIVATE","4-YEAR","2 YEAR (Assoc.)","GRAD","TECHNICAL","APPRENTICE","K-12","# TOTAL PROG","# STEM PROG","ACADEMIC","ONLINE/IN PERSON","START DATE","PROG LENGTH","# BATT SPECIFIC PROGRAMS","# BATT RELATED","BATT SPECIFIC","SPECIFIC PROGRAM TYPE","COURSE #","PROG NAME","PROG POC","PROG E-MAIL","PROG PHONE","PROG WEB","PROG PREREQ:","PROG COST","AVENUES FOR FUNDING","PROG ADDRESS","PROSPECTIVE JOBS (Rough Estimate)"
"University at Albany","www.albany.edu/","Albany","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (high?school Li?ion battery training)","130","76","Yes","In Person","Fall","1 semester","2","1","Yes","Course","I NEN 425","Electric Energy Storage  Li?ion Batteries","Department of Nanoscale Science & Engineering (contact via CNSE directory) search.library.albany.edu+7","cnse@albany.edu","518?442?3000","https://www.albany.edu/undergraduate-bulletin/nanoscale-science-engineering-courses.php?utm_source=chatgpt.com#:~:text=I%20NEN%20425%C2%A0Electric%20Energy%20Storage%20%2D%20Li%2Dion%20Batteries%20(3)","Junior/Senior standing in NSE; N SCI 240","https://www.albany.edu/cost-aid/tuition-fees","Financial Aid: Scholorships, Grants, Loans","CNSE Building (NanoFab East), 501 Fuller Road, Albany, NY 12203","Battery design engineer, energy storage analyst, R&D technician"
"University at Albany","www.albany.edu/","Albany","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (high?school Li?ion battery training)","130","76","Yes","In Person","Fall","3-5 years","2","1","Yes","Research","Program","Novel Silicon Anodes for Improved Lithium Ion Battery (PhD dissertation)","Amir Hegazy (PhD candidate); advisor: Harry Efstathiadis","amirhegazy@albany.edu","518?442?3000","https://scholarsarchive.library.albany.edu/etd/229/?utm_source=chatgpt.com","Admission to PhD in Nanoscale Engineering","Graduate tuitioUnknownssistantship supported","Graduate Assistantships, Fellowships","CNSE Building (NanoFab East), 501 Fuller Road, Albany, NY 12203","Battery materials researcher, electrochemical systems engineer, academic researcher"
"University at Albany","www.albany.edu/","Albany","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (high?school Li?ion battery training)","130","76","Yes","In Person","Fall/Spring","2 weeks-2 years","2","1","Yes","Training","Program","Energy Storage Technology Training & Capstone Programs","Dr. Harry Efstathiadis, Dr. U. Gherasoiu","hefstathiadis@albany.edu","518?442?3300","https://www.albany.edu/cnse/energy-storage-technology-training-programs?utm_source=chatgpt.com https://events.albany.edu/event/energy-storage-technology-and-batteries-training-program2025?utm_source=chatgpt.com","UAlbany or partner student; Workforce: HS grad or college-level","Contact POC for more information","Financial Aid: Scholorships, Grants, Loans","CNSE Building (NanoFab East), 501 Fuller Road, Albany, NY 12203","Battery testing technician, system integrator, R&D specialist"
"Binghamton University","www.binghamton.edu/","Binghamton","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (high?school battery training labs)","169","54","No","In Person/Online","Fall","2-3 months","4","1","Yes","Continuing Education Unit","Program","New Energy New York Battery Academy","Watson Continuing Ed","wtsnindy@binghamton.edu","607?777?6251","https://www.binghamton.edu/watson/continuing-education/battery-academy/index.html","Prereqs vary by path (e.g., chemistry background)","Contact POC for more information","Employer Sponsored Professional Development","Watson College, 4400 Vestal Pkwy E, Binghamton, NY 13902","Battery technician; manufacturing specialist; energy storage systems analyst"
"Binghamton University","www.binghamton.edu/","Binghamton","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (high?school battery training labs)","169","54","Yes","In Person","Fall/Spring","1 semester","4","1","Yes","Course","ISE SSIE 425/522X","Battery Manufacturing and Recycling","Department of Systems Science & Industrial Engineering","ssiinfo@binghamton.edu","607?777?2222","https://catalog.binghamton.edu/preview_course_nopop.php?catoid=5&coid=65445","Undergraduate standing; specific dept prereqs","https://www.binghamton.edu/admissions/undergraduate/cost/","Financial Aid: Scholorships, Grants, Loans","Engineering Building, 4400 Vestal Pkwy E, Binghamton, NY 13902","Battery manufacturing engineer; recycling process specialist; product lifecycle engineer"
"Binghamton University","www.binghamton.edu/","Binghamton","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (high?school battery training labs)","169","54","Yes","In Person","Fall/Spring","1 semester","4","1","Yes","Course","EECE 580J","Special Topics: Renewable Energy & Storage","EECE Graduate Office","eecegrad@binghamton.edu","607?777?6000","https://catalog.binghamton.edu/preview_course_nopop.php?catoid=5&coid=34536","Graduate standing in EE/related field","https://www.binghamton.edu/grad-school/cost-funding/","Financial Aid: Scholarships, Grants, Loans","Whitaker Lab, 4400 Vestal Pkwy E, Binghamton, NY 13902","Energy storage researcher; battery system designer; power systems engineer"
"Binghamton University","www.binghamton.edu/","Binghamton","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (high?school battery training labs)","169","54","No","In Person","Summer","10 weeks","4","1","Yes","Research","Program","REU  Energy Generation & Energy Storage Projects","Physics REU Coordinator","physics@binghamton.edu","607?777?2390","https://www.binghamton.edu/physics/undergraduate/reu/index.html","Sophomore+ in STEM","Free (stipend included)","Grants","Physics Bldg, 4400 Vestal Pkwy E, Binghamton, NY 13902","Battery materials researcher; graduate school eligibility"
"Binghamton University","www.binghamton.edu/","Binghamton","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","No","No","Yes (high-school battery training labs)","169","54","Yes","In Person","Fall","2-6 years","4","1","Yes","Research","Program","NorthEast Center for Chemical Energy Storage","NorthEast Center for Chemical Energy Storage","necces@binghamton.edu","607-777-4675","https://www.binghamton.edu/centers/necces/index.html","Bachelors/HS","Contact POC for more information","Grants","45 Murray Hill Road, Center of Excellence Building, Room 2214, Vestal, NY 13850","Battery technician"
"University at Buffalo","https://www.buffalo.edu/","Buffalo","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (battery-related outreach)","525","136","Yes","In Person","Fall","2-6 years","2","1","Yes","Research","Program","Energy Systems Integration Lab","Dr. Jennifer Zirnheld","zirnheld@buffalo.edu","716-645-1033","https://www.esi.buffalo.edu/","Bachelors/HS","Contact POC for more information","Grants","12 Capen Hall, Buffalo, NY 14260-1660","Energy technician"
"University at Buffalo","https://www.buffalo.edu/","Buffalo","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (battery-related outreach)","525","136","Yes","In Person","Fall","1 semester","2","1","Yes","Course","EE 441","Introductory Energy Storage","Department of Electrical Engineering (dept. office)","ubengineer@buffalo.edu","716-645-2774","https://catalogs.buffalo.edu/content.php?filter%5B27%5D=EE&filter%5B29%5D=441&filter%5Bkeyword%5D=&filter%5B32%5D=1&filter%5Bcpage%5D=1&cur_cat_oid=11&expand=&navoid=570&search_database=Filter#acalog_template_course_filter:~:text=a%20new%20window)-,EE%20441LEC%C2%A0%2D%C2%A0Introductory%20Energy%20Storage,-This%20course%20is","Course PHY 207, Physics 3; School of Engineering and Applied Sciences Major","https://www.buffalo.edu/grad/explore/funding/cost.html","Financial Aid: Scholorships, Grants, Loans","Department of Electrical Engineering, 230 Davis Hall, University at Buffalo, North Campus, Buffalo, NY 14260","Battery systems technician; energy storage engineer"
"University at Buffalo","https://www.buffalo.edu/","Buffalo","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (battery-related outreach)","525","136","Yes","In Person","Fall","1 year","2","1","No","Certificate","Program","Advanced Certificate in Nanomaterials and Materials Informatics","CBE Dept.","Ubengineer@buffalo.edu","716-645-2775","https://engineering.buffalo.edu/chemical-biological/academics/graduate/advanced-certificate-programs.html#:~:text=Nanomaterials%20and%20Materials%20Informatics","BS in Engineering, Science, or related","https://www.buffalo.edu/grad/explore/funding/cost.html","Financial Aid: Scholarships, Grants, Loans","Department of Chemical and Biological Engineering, 308 Furnas Hall, Buffalo, NY 14260","Nanomaterials engineer; battery materials specialist"
"Stony Brook University","https://www.stonybrook.edu/","Stony Brook","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","No","No","Yes (summer program for HS students in battery tech)","223","50","Yes","In Person","Fall","2-6 years","1","1","Yes","Research","Program","Institute of Sustainability, Electrification and Energy","Deb Murphy","deborah.murphy@stonybrook.edu","631-216-7418","https://www.stonybrook.edu/commcms/iese/research.php","Contact POC for more information","Contact POC for more information","Grants","Advanced Energy Research and Technology Center, 1000 Innovation Rd, Stony Brook, NY 11794-6044","Energy storage researcher"
"Stony Brook University","https://www.stonybrook.edu/","Stony Brook","New York ","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","Yes (summer program for HS students in battery tech)","223","50","Yes","Online","Spring","1 semester","1","1","No","Course","EEO 470-30","Renewable Distributed Generation and Storage","Jennifer Zirnheld (instructor)","zirnheld@stonybrook.edu","631?632?6175","https://explore.suny.edu/courses/277336?utm_source=chatgpt.com https://www.stonybrook.edu/commcms/eeonline/_pdf/EEO470.pdf?utm_source=chatgpt.com","Contact POC for more information","https://www.stonybrook.edu/commcms/bursar/tuition/","Financial Aid: Scholarships, Grants, Loans","100 Nicolls Rd, Stony Brook, NY 11794","Microgrid engineer; energy systems analyst"
"University of Nevada-Reno","www.unr.edu/","Reno","Nevada ","Yes","NWCCU","Yes","No","Yes","No","Yes","Yes","No","No","500","94","Yes","In Person","Fall","4 years","1","0","Yes","Minor","Program","Minor in Batteries & Energy Storage Technologies","Deans Office / Engineering advising (Carrisa Dutra or dept advisor)","engineering@unr.edu","775-784-6925","https://www.unr.edu/degrees/minors/batteries-energy-storage","Open to any undergrad; courses drawn from various engineering curricula","https://www.unr.edu/tuition-and-fees","Financial Aid: Scholarships, Grants, Loans","William Pennington Engineering Bldg, 1664 N Virginia St, Reno, NV 89557","Battery systems engineer; energy storage technician; R&D roles"
"University of Nevada-Las Vegas","www.unlv.edu/","Paradise","Nevada ","Yes","NWCCU","Yes","No","Yes","No","Yes","Yes","No","Yes (Batteries Included outreach program)","359","79","Yes","In Person","Fall","2-6 years","1","0","Yes","Research","Program","Center for Energy Research","Bob Boehm","bob.boehm@unlv.edu","702-895-1123","https://www.unlv.edu/cer/research","Contact POC for more information","Contact POC for more information","Financial Aid: Scholarships, Grants, Loans","Center for Energy Research, University of Nevada, Las Vegas, 4505 S. Maryland Pkwy., Las Vegas, NV 89154","Energy technician, energy systems engineer, battery engineer"
"University of California-Berkeley","www.berkeley.edu/","Berkeley","California ","Yes","WSCUC","Yes","No","Yes","No","Yes","Yes","No","No","350","71","Yes","In Person","Fall","2-6 years","2","1","Yes","Research","Program","Li-Ion Battery Materials Design and Discovery","Gerbrand Ceder","gceder@berkeley.edu","Unknown","https://ceder.berkeley.edu/research-areas/design-and-discovery-of-novel-li-battery-electrodes/","Contact POC for more information","Contact POC for more information","Grants","328 Hearst Mining Memorial Building, Berkeley, CA 94720","Battery engineer"
"University of California-Berkeley","www.berkeley.edu/","Berkeley","California ","Yes","WSCUC","Yes","No","Yes","No","Yes","Yes","No","No","350","71","Yes","In Person","Fall","1 year","2","1","No","Minor","Program","Minor in Energy and Resources","Laura Kueppers","lmkueppers@berkeley.edu","Unknown","https://erg.berkeley.edu/academics/minor/","Appropriate STEM major and advisor consent","https://financialaid.berkeley.edu/prospective-students/","Scholarships","Energy & Resources Group, 260 Mulford Hall, Berkeley, CA 94720","Energy systems analyst; sustainability specialist; policy advisor"
"University of California-Berkeley","www.berkeley.edu/","Berkeley","California ","Yes","WSCUC","Yes","No","Yes","No","Yes","Yes","No","No","350","71","Yes","In Person","Summer","1 semester","2","1","Yes","Minor","Program","Summer Electrochemistry Academy","Electrochemistry Department","electrochemistry@berkeley.edu","Unknown","https://electrochemistry.berkeley.edu/summer-electrochemistry-academy","Undergraduate STEM background; waiver possible","Contact POC for more information","Employer Sponsored Professional Development","CESET labs & classrooms, Berkeley campus","Battery R&D engineer; energy storage developer; electrochemical systems analyst"
"University of California-Davis","ucdavis.edu/","Davis","California ","Yes","WSCUC","Yes","No","Yes","No","Yes","Yes","No","No","205","84","No","In Person","Fall/Spring/Summer","1 semester","3","0","Yes","Research","Program","GTL Battery Lab  Green Technology Laboratory","Jae Wan Park","jwpark@ucdavis.edu","530-752-5559","https://research.engineering.ucdavis.edu/greentech/battery-lab/","Enrollment in engineering; open to grad/undergrad students","None (research funding supported)","Grants","1235 Bainer Hall, 222 Physical Sciences Mall, Davis, CA 95616","Battery systems engineer; energy storage R&D technician"
"University of California-Davis","ucdavis.edu/","Davis","California ","Yes","WSCUC","Yes","No","Yes","No","Yes","Yes","No","No","205","84","No","In Person","Fall","2-6 years","3","0","Yes","Research","Program","EV Battery Recycling Key to Future Lithium Supplies","Alissa Kendall","amkendall@ucdavis.edu","Unknown","https://engineering.ucdavis.edu/news/ev-battery-recycling-key-future-lithium-supplies","Contact POC for more information","None","Grants","545 Bainer Hall Dr, Davis, CA 95616","Energy systems integration specialist; battery R&D engineer"
"University of California-Davis","ucdavis.edu/","Davis","California ","Yes","WSCUC","Yes","No","Yes","No","Yes","Yes","No","No","205","84","No","In Person","Fall","1 year","3","0","Yes","Research","Program","RMI Winery Solar-Battery Microgrid Project","Green Technology Laboratory, UC Davis","engineering@ucdavis.edu","530-752-1766","https://research.engineering.ucdavis.edu/greentech/bwf-microgrid/","Engineering student participation; project basis","None","Grants","Jackson Sustainable Winery Building (JSWB), 641 Hilgard Ln, Davis, CA 95616","Energy systems integration specialist; battery R&D engineer"
"University of California-Irvine","www.uci.edu/","Irvine","California ","Yes","WSCUC","Yes","No","Yes","No","Yes","Yes","No","No","216","47","Yes","In Person","Fall/Spring","1 semester","0","4","Yes","Course","ENGRMAE 211P","Energy Storage Systems and Technology","Mechanical & Aerospace Engineering Graduate Office","engrdept@uci.edu","949-824-5014","https://catalogue.uci.edu/allcourses/engrmae/","Graduate standing; applied thermodynamics background","UCI University - Graduate/Credential Student Fees 2024-25","Financial Aid: Scholarships, Grants, Loans","Henry Samueli School of Engineering, 5200 Engineering Service Rd, Irvine, CA 92617","Battery systems engineer; energy storage analyst; R&D technologist"
